,Journal,Date,Général,Section analytique,Libellé,Débit,Crédit,POSTE,SOUS POSTE
280,ACH,2020-06-30,606400,20-STRUCT0,BRUNEAU,332.5,0.0,,
281,ACH,2020-06-30,606100,20-STRUCT0,TOTAL,1022.74,0.0,,
282,ACH,2020-06-30,611442,20-STRUCT0,NHP NETTOYAGE BUREAU,173.88,0.0,,
283,ACH,2020-06-30,611443,20-STRUCT0,INCUBES,95.0,0.0,,
284,ACH,2020-06-30,613102,20-STRUCT0,LOXAM,1075.73,0.0,,
285,ACH,2020-06-30,613102,20-STRUCT0,LOXAM,587.77,0.0,,
286,ACH,2020-06-30,613102,20-STRUCT0,LOXAM,55.45,0.0,,
287,ACH,2020-07-01,613512,20-STRUCT0,HILTI,2367.81,0.0,,
288,ACH,2020-07-01,613512,20-STRUCT0,HILTI,95.0,0.0,,
289,ACH,2020-07-01,615000,20-STRUCT0,PEUGEOT METIN,111.61,0.0,,
290,ACH,2020-07-01,616120,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,17.98,0.0,,
291,ACH,2020-07-01,612500,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,349.42,0.0,,
292,ACH,2020-07-01,612800,20-STRUCT0,LIXXBAIL,418.0,0.0,,
293,ACH,2020-07-01,616120,20-STRUCT0,LIXXBAIL,11.97,0.0,,
294,ACH,2020-07-01,612701,20-STRUCT0,LIXXBAIL,390.0,0.0,,
295,ACH,2020-07-01,613200,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,1675.66,0.0,,
296,ACH,2020-07-01,614000,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,300.0,0.0,,
297,ACH,2020-07-01,612700,20-STRUCT0,FRANFINANCE,687.0,0.0,,
298,ACH,2020-07-01,626100,20-STRUCT0,SFR,351.95,0.0,,
299,ACH,2020-07-01,616120,20-STRUCT0,ALLIANZ,109.71,0.0,,
300,ACH,2020-07-01,616120,20-STRUCT0,ALLIANZ,139.88,0.0,,
301,ACH,2020-07-01,616000,20-STRUCT0,ALLIANZ,74.5,0.0,,
302,ACH,2020-07-01,616120,20-STRUCT0,ALLIANZ,343.46,0.0,,
303,ACH,2020-07-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
304,ACH,2020-07-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
305,ACH,2020-07-02,606400,20-STRUCT0,BOULANGER,396.67,0.0,,
306,ACH,2020-07-03,612306,20-STRUCT0,DIAC,381.1,0.0,,
307,ACH,2020-07-03,616120,20-STRUCT0,DIAC,36.53,0.0,,
308,ACH,2020-07-05,611433,20-STRUCT0,MICROSOFT,10.5,0.0,,
309,ACH,2020-07-05,616120,20-STRUCT0,ALLIANZ,95.78,0.0,,
